proj	ts	deg	stage	art	seq	rid	pass	cls	esc	rat
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-COH-REGISTRY-MISSING	0	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-L3	0	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:10:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	3	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:10:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	3	R-COH-COMMENT-MISMATCH	0	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:10:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	3	R-COH-COMMENT-MISMATCH	0	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:10:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	3	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-06-18T00:10:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	3	R-COH-DEAD-IMPORT	1	blocking	0	-
