proj	ts	deg	stage	art	seq	rid	pass	cls	esc	rat
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-COMMENT-MISMATCH	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-OTHER-INTERNAL-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T19:11:32Z	0	code-review	add-an-11th-static-check-to-scriptsvalidate-that	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-COH-OTHER-INTERNAL-CONTRADICTION	0	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:16:25Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-07-28T13:36:07Z	0	code-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T21:42:27Z	0	code-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-OTHER-INTERNAL-CONTRADICTION	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-OTHER-INTERNAL-CONTRADICTION	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-S3	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-SEM	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T15:41:12Z	0	code-review	close-the-validation-docs-debt-recorded-in	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-COH-OTHER-INTERNAL-CONTRADICTION	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-SEM	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T16:20:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	2	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-COMMENT-MISMATCH	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-OTHER-INTERNAL-CONTRADICTION	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-SEM	0	blocking	0	-
PRPs-agentic-eng	2026-07-31T17:10:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	3	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T18:05:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	4	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-07-31T18:05:00Z	0	code-review	close-the-validation-docs-debt-recorded-in	4	R-COH-CONFIG-DANGLING	1	blocking	0	-
