proj	ts	deg	stage	art	seq	feat	phase	verdict	action	nrub	nfail	nblk	nadv	nesc
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	1	relay-approve-command	1	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-06-18T00:05:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	2	relay-approve-command	1	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-06-18T00:10:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	3	relay-approve-command	1	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-06-18T22:00:00Z	0	code-review	relay-approve-command-phase-1-docs-updater-agent	4	relay-approve-command	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-19T00:00:00Z	0	code-review	relay-approve-command-phase-2-docs-reviewer-agent	1	relay-approve-command	2	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-06-19T12:00:00Z	0	code-review	relay-approve-command-phase-2-docs-reviewer-agent	2	relay-approve-command	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-19T00:00:00Z	0	code-review	relay-approve-command-phase-3-relay-approve-command-allowlist	1	relay-approve-command	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-19T16:20:46Z	0	code-review	relay-approve-command-phase-4-governance-docs-site-release-cut	1	relay-approve-command	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-16T22:05:00Z	0	code-review	relay-plan-prd-less-mode-phase-1-planning-entrypoint	1	relay-plan-prd-less-mode	1	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-06-16T00:00:00Z	0	code-review	relay-plan-prd-less-mode-phase-2-review-template	1	relay-plan-prd-less-mode	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-16T00:00:00Z	0	code-review	relay-plan-prd-less-mode-phase-3-implementation-chain	1	relay-plan-prd-less-mode	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-16T23:55:17Z	0	code-review	relay-plan-prd-less-mode-phase-4-docs-release	1	relay-plan-prd-less-mode	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-17T00:00:00Z	0	code-review	relay-pr-command-phase-1-command-file	1	relay-pr-command	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-17T00:00:00Z	0	code-review	relay-pr-command-phase-2-plugin-bump-docs	1	relay-pr-command	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	plan-review	relay-approve-command-phase-1-docs-updater-agent	1	relay-approve-command	1	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-06-18T00:00:00Z	0	plan-review	relay-approve-command-phase-1-docs-updater-agent	2	relay-approve-command	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-19T00:00:00Z	0	plan-review	relay-approve-command-phase-2-docs-reviewer-agent	1	relay-approve-command	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-19T00:00:00Z	0	plan-review	relay-approve-command-phase-3-relay-approve-command-allowlist	1	relay-approve-command	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-19T00:00:00Z	0	plan-review	relay-approve-command-phase-4-governance-docs-site-release-cut	1	relay-approve-command	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-16T00:00:00Z	0	plan-review	relay-plan-prd-less-mode-phase-1-planning-entrypoint	1	relay-plan-prd-less-mode	1	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-06-16T12:00:00Z	0	plan-review	relay-plan-prd-less-mode-phase-1-planning-entrypoint	2	relay-plan-prd-less-mode	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-16T00:00:00Z	0	plan-review	relay-plan-prd-less-mode-phase-2-review-template	1	relay-plan-prd-less-mode	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-06-16T00:00:00Z	0	plan-review	relay-plan-prd-less-mode-phase-3-implementation-chain	1	relay-plan-prd-less-mode	3	APPROVED	final_flip	16	0	0	0	0
PRPs-agentic-eng	2026-06-16T00:00:00Z	0	plan-review	relay-plan-prd-less-mode-phase-4-docs-release	1	relay-plan-prd-less-mode	4	CHANGES_REQUESTED	rubric_fail	14	3	3	0	0
