proj	ts	deg	stage	art	seq	rid	pass	cls	esc	rat
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-COH-TASK-CONTRADICTION	0	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-S1	0	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-S2	0	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-SEM	0	blocking	0	-
PRPs-agentic-eng	2026-08-03T17:18:34Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-COH-CALLER-DRIFT	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-COH-COMMENT-MISMATCH	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-COH-CONFIG-DANGLING	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-COH-DEAD-IMPORT	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-COH-REGISTRY-MISSING	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-COH-TASK-CONTRADICTION	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-08-03T18:09:07Z	0	code-review	figma-quota-resilience-phase-1-resource-packaging	2	R-SEM	1	blocking	0	-
