proj	ts	deg	stage	art	seq	rid	pass	cls	esc	rat
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T19:59:47Z	0	code-review	implementation-authoring-phase-3-relay-implement-command	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T20:36:46Z	0	code-review	implementation-authoring-phase-4-relay-code-review-command	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-L1	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-L2	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-L3	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-S1	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-S2	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-S3	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-SEM	1	blocking	0	-
PRPs-agentic-eng	2026-04-30T21:43:22Z	0	code-review	implementation-authoring-phase-5-docs-updates	1	R-X	1	blocking	0	-
PRPs-agentic-eng	2026-04-28T00:00:00Z	0	plan-review	implementation-authoring-phase-1-implementer-agent	1	R1	1	blocking	0	-
PRPs-agentic-eng	2026-04-28T00:00:00Z	0	plan-review	implementation-authoring-phase-1-implementer-agent	1	R2	1	blocking	0	-
PRPs-agentic-eng	2026-04-28T00:00:00Z	0	plan-review	implementation-authoring-phase-1-implementer-agent	1	R3	1	blocking	0	-
PRPs-agentic-eng	2026-04-28T00:00:00Z	0	plan-review	implementation-authoring-phase-1-implementer-agent	1	R4	1	blocking	0	-
PRPs-agentic-eng	2026-04-28T00:00:00Z	0	plan-review	implementation-authoring-phase-1-implementer-agent	1	R5	1	blocking	0	-
PRPs-agentic-eng	2026-04-28T00:00:00Z	0	plan-review	implementation-authoring-phase-1-implementer-agent	1	R6	1	blocking	0	-
